report_date,region,staffed_beds,occupied_beds,adult_covid,covid_per_cap,pediatric_covid,occupied_icu_beds,staffed_icu_beds,adult_covid_icu
2020-12-11,Kansas City,2581.9000000000005,2108.2999999999997,561.1,217.32057786901115,9.4,273.8,317.79999999999995,102.7
2020-12-18,Kansas City,2549.2,2050.9000000000005,572.9000000000001,224.73717244625772,6.7,271.6,317.3,116
2020-12-25,Kansas City,2498.8999999999996,1892.5000000000002,553.4,221.45744127416063,7.9,260.40000000000003,311.8999999999999,114.70000000000002
2021-01-01,Kansas City,2542.2,2032.6,563,221.46172606403906,10.3,276.9,319.29999999999995,108.8
2021-01-08,Kansas City,2564.2,2084.2,527.4000000000001,205.67818422899936,11.7,281.5,323.1,111.3
2021-01-15,Kansas City,2554.1,1984.2000000000003,468.09999999999997,183.27395168552525,13,275.1,323.5,106.6
2021-01-22,Kansas City,2542.3,1908.2,378.9,149.03827243047633,12.4,258.5,314.9,86.7
2021-01-29,Kansas City,2539.4,1920.1999999999996,329.4,129.71568086949674,10.1,266.90000000000003,318.9,81.3
2021-02-05,Kansas City,2525,1834.8999999999999,288.90000000000003,114.41584158415843,11.1,248.09999999999997,310.4,58.7
2021-02-12,Kansas City,2483.6,1761.9999999999998,253.4,102.02931228861331,6.6,224.6,301.2,61.8
2021-02-19,Kansas City,2528.0000000000005,1901.7000000000003,209.10000000000002,82.7136075949367,8.1,244.29999999999998,310.8,38.6
2021-02-26,Kansas City,2549,1919.1000000000001,171.80000000000004,67.3989799921538,5.6,236.7,311.8,32.2
2021-03-05,Kansas City,2540.9,1858.8,136.60000000000002,53.760478570585235,6.9,225.29999999999998,310,21.4
2021-03-12,Kansas City,2544.3,1875.6000000000001,121.40000000000002,47.714499076366785,6.9,220.1,311.9,16.9
2021-03-19,Kansas City,2558.7000000000003,1886.3000000000002,112.50000000000001,43.967639817094614,7.3,211,302.20000000000005,20.4
2021-03-26,Kansas City,2536.4,1863.5000000000005,95.9,37.80949377069863,4.3,199.1,298.20000000000005,19.799999999999997
2021-04-02,Kansas City,2542.4,1876.4,116.7,45.90151038388924,0,212.59999999999994,303.7,21.1
2021-04-09,Kansas City,2546.3,1955.6000000000001,118.79999999999998,46.655932136825975,0,227,303.30000000000007,15
2021-04-16,Kansas City,2554.3,1939.9,123.2,48.23239243628391,0,234.5,307.3,22.700000000000003
2021-04-23,Kansas City,2563.9,1958.8000000000002,124.1,48.40282382308202,5.4,223.3,316.9,25
2021-04-30,Kansas City,2551,1953.1999999999998,155.29999999999998,60.87808702469619,6.3,231.9,314.7,33.8
2021-05-07,Kansas City,2552.8,1922.5,152.89999999999998,59.89501723597617,0,223.1,314.9,23.9
2021-05-14,Kansas City,2555.0000000000005,1948.3999999999999,134.2,52.524461839530325,5.9,225.2,316.4,25.9
2021-05-21,Kansas City,2553.7999999999997,2006.5999999999997,125.49999999999999,49.14245438170569,0,230.20000000000002,310.20000000000005,23.299999999999997
2021-05-28,Kansas City,2548.4,1939.3999999999999,117.3,46.028880866425986,0,217.10000000000002,304.2,18.6
2020-07-31,Missouri,11623,6692.899999999999,802.0999999999999,69.00972210272735,9.9,995.3000000000001,1806.7000000000003,238.29999999999998
2020-08-07,Missouri,11629.199999999995,6699.200000000003,776.6999999999998,66.78877308843258,13.100000000000001,997.2000000000003,1820.7000000000003,226.09999999999997
2020-08-14,Missouri,11672,6810.499999999996,820,70.2535983550377,14.7,1000.4,1831.7999999999997,229.70000000000005
2020-08-21,Missouri,11654.400000000001,6733.999999999999,831.9000000000001,71.38076606260296,11.600000000000001,1397.9,2167.1,208.59999999999997
2020-08-28,Missouri,12010.3,7103.500000000005,831.4999999999999,69.23224232533741,12.5,1429.1999999999996,2207.6000000000004,217.89999999999998
2020-09-04,Missouri,14918.399999999998,8865.199999999999,870.7999999999998,58.37087087087087,16.7,1423.0999999999997,2224.3,250.70000000000002
2020-09-11,Missouri,15017.799999999997,9211.099999999999,932.7,62.10630052337894,8.9,1456.6999999999998,2231.0999999999995,266.69999999999993
2020-09-18,Missouri,15568.999999999998,9505.800000000001,954.9,61.3334189736014,13.1,1485.7999999999995,2275.2,301.1999999999999
2020-09-25,Missouri,16503.5,10416.000000000002,1059.5,64.19850334777472,24.2,1526.6000000000001,2268.5999999999995,346.50000000000006
2020-10-02,Missouri,16458.6,10356.9,1126.6000000000001,68.4505364976365,19.8,1523.3000000000002,2237.8,358.6
2020-10-09,Missouri,16470.300000000007,10714.999999999998,1297.1000000000001,78.75387819286834,21.8,1598.5,2241.8999999999996,407.3999999999999
2020-10-16,Missouri,16868.800000000003,10574.200000000003,1369.6000000000001,81.19131177084321,20.4,1576.6999999999998,2240.7,423.79999999999995
2020-10-23,Missouri,16517,10350.3,1417.9,85.84488708603259,16.6,1534,2231.3999999999996,426.1000000000001
